id_registro,data,id_maquina,id_produto,turno,producao_ton,meta_ton,tempo_operacao_h,paradas_h,consumo_energia_mwh,umidade_pct,refugo_ton
589,2025-06-05,4,4,Turno A,1135.0,1168.5,23.4,0.6,983.4,7.7,14.93
590,2025-06-05,5,6,Turno B,1071.9,1197.0,20.8,3.2,1084.8,8.9,22.06
591,2025-06-05,6,4,Turno C,977.5,1045.0,21.8,2.2,854.7,6.9,19.26
592,2025-06-05,7,6,Turno A,758.3,741.0,22.8,1.2,779.1,8.2,5.71
593,2025-06-05,8,7,Turno B,446.4,494.0,20.8,3.2,380.9,7.7,6.51
594,2025-06-05,9,5,Turno C,574.6,608.0,21.7,2.3,437.4,7.3,4.94
595,2025-06-06,1,1,Turno B,3888.0,3990.0,22.2,1.8,2168.6,9.2,51.66
596,2025-06-06,2,2,Turno C,1299.8,1425.0,20.6,3.4,954.3,9.2,7.16
597,2025-06-06,3,3,Turno A,834.8,855.0,23.0,1.0,505.9,8.0,18.7
598,2025-06-06,4,4,Turno B,1047.9,1168.5,20.1,3.9,828.2,9.4,16.85
599,2025-06-06,5,6,Turno C,1166.8,1197.0,23.0,1.0,1021.0,8.4,11.32
600,2025-06-06,6,4,Turno A,954.9,1045.0,20.5,3.5,928.4,8.8,25.48
601,2025-06-06,7,6,Turno B,738.3,741.0,23.0,1.0,588.9,7.4,13.05
602,2025-06-06,8,7,Turno C,445.7,494.0,20.2,3.8,451.9,6.6,4.38
603,2025-06-06,9,5,Turno A,624.9,608.0,23.1,0.9,515.4,7.9,17.47
604,2025-06-07,1,1,Turno C,3545.0,3990.0,20.0,4.0,2307.9,8.4,28.7
605,2025-06-07,2,2,Turno A,1104.8,1425.0,17.8,6.2,646.9,9.1,21.73
606,2025-06-07,3,3,Turno B,703.8,855.0,18.4,5.6,492.5,8.6,8.53
607,2025-06-07,4,4,Turno C,941.0,1168.5,18.5,5.5,978.1,9.1,19.93
608,2025-06-07,5,6,Turno A,1018.7,1197.0,19.9,4.1,770.2,8.8,24.64
609,2025-06-07,6,4,Turno B,873.7,1045.0,19.1,4.9,812.8,6.5,9.88
610,2025-06-07,7,6,Turno C,682.0,741.0,20.4,3.6,643.0,7.8,9.83
611,2025-06-07,8,7,Turno A,396.4,494.0,18.6,5.4,377.8,9.0,5.92
612,2025-06-07,9,5,Turno B,491.0,608.0,18.4,5.6,492.5,7.6,10.4
613,2025-06-08,1,1,Turno A,3274.2,3990.0,19.7,4.3,1842.6,9.5,68.81
614,2025-06-08,2,2,Turno B,1286.6,1425.0,20.5,3.5,937.3,7.4,11.26
615,2025-06-08,3,3,Turno C,837.2,855.0,22.0,2.0,594.8,8.3,18.01
616,2025-06-08,4,4,Turno A,1085.1,1168.5,21.2,2.8,1138.5,7.3,16.78
617,2025-06-08,5,6,Turno B,957.6,1197.0,18.2,5.8,882.5,7.1,22.18
618,2025-06-08,6,4,Turno C,876.9,1045.0,18.9,5.1,896.2,8.5,15.51
619,2025-06-08,7,6,Turno A,734.7,741.0,22.2,1.8,590.9,6.8,6.02
620,2025-06-08,8,7,Turno B,432.8,494.0,19.8,4.2,348.4,8.5,5.8
621,2025-06-08,9,5,Turno C,482.4,608.0,18.0,6.0,406.2,8.9,6.41
622,2025-06-09,1,1,Turno B,3508.3,3990.0,20.7,3.3,2526.8,7.9,93.53
623,2025-06-09,2,2,Turno C,1413.3,1425.0,22.1,1.9,797.4,9.2,24.75
624,2025-06-09,3,3,Turno A,848.4,855.0,23.2,0.8,517.2,6.7,22.36
625,2025-06-09,4,4,Turno B,993.8,1168.5,20.2,3.8,867.3,8.2,27.49
626,2025-06-09,5,6,Turno C,1095.5,1197.0,21.5,2.5,1056.8,8.8,18.83
627,2025-06-09,6,4,Turno A,975.0,1045.0,22.3,1.7,916.8,6.5,11.54
628,2025-06-09,7,6,Turno B,707.3,741.0,22.8,1.2,692.7,8.0,17.04
629,2025-06-09,8,7,Turno C,432.1,494.0,20.0,4.0,406.2,7.7,12.59
630,2025-06-09,9,5,Turno A,534.4,608.0,21.2,2.8,432.8,7.6,2.86
631,2025-06-10,1,1,Turno C,3729.1,3990.0,21.0,3.0,2193.1,8.5,77.07
632,2025-06-10,2,2,Turno A,1296.6,1425.0,20.7,3.3,802.4,6.9,18.92
633,2025-06-10,3,3,Turno B,790.8,855.0,22.1,1.9,565.2,7.4,9.7
634,2025-06-10,4,4,Turno C,1153.4,1168.5,22.6,1.4,981.9,9.2,34.47
635,2025-06-10,5,6,Turno A,1130.0,1197.0,21.1,2.9,969.3,7.1,32.43
636,2025-06-10,6,4,Turno B,1048.3,1045.0,23.4,0.6,858.1,8.7,8.68
637,2025-06-10,7,6,Turno C,731.8,741.0,22.7,1.3,585.9,7.6,15.56
638,2025-06-10,8,7,Turno A,437.8,494.0,19.8,4.2,361.9,8.1,2.72
639,2025-06-10,9,5,Turno B,632.8,608.0,23.7,0.3,598.7,6.6,14.08
640,2025-06-11,1,1,Turno A,3645.1,3990.0,21.4,2.6,2403.8,7.9,32.18
641,2025-06-11,2,2,Turno B,1402.7,1425.0,22.5,1.5,856.0,8.5,30.25
642,2025-06-11,3,3,Turno C,775.0,855.0,20.8,3.2,447.5,9.0,5.91
643,2025-06-11,4,4,Turno A,1101.6,1168.5,22.6,1.4,863.9,6.8,10.98
644,2025-06-11,5,6,Turno B,1036.9,1197.0,20.5,3.5,940.4,7.1,23.42
645,2025-06-11,6,4,Turno C,903.2,1045.0,20.9,3.1,811.9,7.1,25.59
646,2025-06-11,7,6,Turno A,642.6,741.0,21.0,3.0,611.4,9.2,16.63
647,2025-06-11,8,7,Turno B,462.9,494.0,22.4,1.6,359.7,8.0,10.69
648,2025-06-11,9,5,Turno C,516.0,608.0,20.1,3.9,422.8,9.5,6.4
649,2025-06-12,1,1,Turno B,3582.9,3990.0,21.6,2.4,2095.8,6.6,43.94
650,2025-06-12,2,2,Turno C,1388.7,1425.0,23.0,1.0,968.9,6.8,33.27
651,2025-06-12,3,3,Turno A,757.4,855.0,19.9,4.1,517.1,7.0,10.56
652,2025-06-12,4,4,Turno B,1095.7,1168.5,21.5,2.5,1110.5,6.8,27.8
653,2025-06-12,5,6,Turno C,1046.7,1197.0,20.4,3.6,1087.2,7.3,15.33
654,2025-06-12,6,4,Turno A,1073.8,1045.0,23.2,0.8,1014.4,8.9,8.4
655,2025-06-12,7,6,Turno B,691.9,741.0,22.5,1.5,714.6,7.0,10.66
656,2025-06-12,8,7,Turno C,484.5,494.0,22.1,1.9,462.0,7.0,7.02
657,2025-06-12,9,5,Turno A,531.4,608.0,21.1,2.9,507.7,9.0,15.59
658,2025-06-13,1,1,Turno C,3618.1,3990.0,20.2,3.8,2071.7,7.7,22.25
659,2025-06-13,2,2,Turno A,1255.6,1425.0,20.7,3.3,867.5,8.5,30.37
660,2025-06-13,3,3,Turno B,818.7,855.0,22.0,2.0,610.4,8.5,11.02
661,2025-06-13,4,4,Turno C,1121.4,1168.5,21.8,2.2,873.1,8.5,12.58
662,2025-06-13,5,6,Turno A,1108.2,1197.0,21.1,2.9,959.1,9.0,21.01
663,2025-06-13,6,4,Turno B,1026.9,1045.0,23.7,0.3,968.4,7.0,26.93
664,2025-06-13,7,6,Turno C,766.3,741.0,23.2,0.8,591.9,8.0,8.45
665,2025-06-13,8,7,Turno A,483.8,494.0,23.6,0.4,395.2,8.4,7.3
666,2025-06-13,9,5,Turno B,540.1,608.0,20.6,3.4,534.9,7.8,14.27
667,2025-06-14,1,1,Turno A,3207.2,3990.0,18.6,5.4,2183.1,6.8,49.1
668,2025-06-14,2,2,Turno B,1105.9,1425.0,18.7,5.3,741.9,8.4,13.95
669,2025-06-14,3,3,Turno C,715.7,855.0,19.1,4.9,529.7,7.6,4.55
670,2025-06-14,4,4,Turno A,950.1,1168.5,18.7,5.3,889.2,7.9,20.36
671,2025-06-14,5,6,Turno B,1034.7,1197.0,19.5,4.5,844.9,7.5,26.64
672,2025-06-14,6,4,Turno C,948.6,1045.0,21.0,3.0,911.3,6.6,8.64
673,2025-06-14,7,6,Turno A,623.9,741.0,19.1,4.9,487.9,8.3,6.04
674,2025-06-14,8,7,Turno B,449.7,494.0,21.2,2.8,442.7,8.7,3.46
675,2025-06-14,9,5,Turno C,561.6,608.0,20.7,3.3,520.4,8.8,9.13
676,2025-06-15,1,1,Turno B,3631.0,3990.0,21.8,2.2,2359.3,8.1,22.56
677,2025-06-15,2,2,Turno C,1385.1,1425.0,22.5,1.5,902.6,9.3,13.06
678,2025-06-15,3,3,Turno A,743.2,855.0,20.8,3.2,466.3,8.3,20.12
679,2025-06-15,4,4,Turno B,1030.8,1168.5,19.6,4.4,1056.3,8.8,12.2
680,2025-06-15,5,6,Turno C,1186.8,1197.0,23.0,1.0,937.6,7.7,26.7
681,2025-06-15,6,4,Turno A,929.1,1045.0,20.2,3.8,936.7,8.6,26.38
682,2025-06-15,7,6,Turno B,631.4,741.0,19.5,4.5,528.6,7.5,13.77
683,2025-06-15,8,7,Turno C,492.1,494.0,22.1,1.9,443.5,8.6,6.43
684,2025-06-15,9,5,Turno A,473.3,608.0,18.1,5.9,436.0,8.5,7.31
685,2025-06-16,1,1,Turno C,4040.5,3990.0,22.7,1.3,2453.3,9.0,101.85
686,2025-06-16,2,2,Turno A,1284.6,1425.0,21.8,2.2,743.9,8.5,12.84
687,2025-06-16,3,3,Turno B,814.0,855.0,22.7,1.3,494.4,7.3,21.15
688,2025-06-16,4,4,Turno C,1114.5,1168.5,22.5,1.5,1087.8,6.6,28.25
689,2025-06-16,5,6,Turno A,1074.3,1197.0,20.1,3.9,1044.1,9.1,25.31
690,2025-06-16,6,4,Turno B,968.1,1045.0,22.0,2.0,953.9,8.9,11.8
691,2025-06-16,7,6,Turno C,744.7,741.0,22.4,1.6,645.1,9.4,21.89
692,2025-06-16,8,7,Turno A,449.4,494.0,21.0,3.0,338.8,7.3,9.22
693,2025-06-16,9,5,Turno B,620.9,608.0,22.9,1.1,620.3,9.2,14.04
694,2025-06-17,1,1,Turno A,3937.5,3990.0,22.3,1.7,2596.1,8.3,96.09
695,2025-06-17,2,2,Turno B,1426.4,1425.0,23.6,0.4,835.1,8.5,13.8
696,2025-06-17,3,3,Turno C,754.1,855.0,20.4,3.6,471.6,7.8,14.26
697,2025-06-17,4,4,Turno A,1028.1,1168.5,20.2,3.8,849.7,7.5,23.38
698,2025-06-17,5,6,Turno B,1017.1,1197.0,20.3,3.7,861.3,6.7,28.79
699,2025-06-17,6,4,Turno C,1016.7,1045.0,22.2,1.8,912.1,8.2,14.19
700,2025-06-17,7,6,Turno A,720.2,741.0,22.9,1.1,587.7,7.1,4.83
701,2025-06-17,8,7,Turno B,460.4,494.0,21.7,2.3,419.5,6.8,4.85
702,2025-06-17,9,5,Turno C,531.5,608.0,20.6,3.4,456.2,7.2,12.66
703,2025-06-18,1,1,Turno B,3936.3,3990.0,21.8,2.2,2813.4,9.4,20.55
704,2025-06-18,2,2,Turno C,1372.7,1425.0,22.4,1.6,1003.3,8.3,28.18
705,2025-06-18,3,3,Turno A,886.0,855.0,23.6,0.4,544.2,9.2,25.36
706,2025-06-18,4,4,Turno B,1076.9,1168.5,21.3,2.7,899.0,9.2,27.52
707,2025-06-18,5,6,Turno C,1127.2,1197.0,21.2,2.8,996.1,6.6,30.95
708,2025-06-18,6,4,Turno A,925.1,1045.0,20.5,3.5,957.0,7.0,26.74
709,2025-06-18,7,6,Turno B,668.7,741.0,21.9,2.1,514.7,8.5,16.28
710,2025-06-18,8,7,Turno C,491.9,494.0,23.2,0.8,384.3,8.1,11.1
711,2025-06-18,9,5,Turno A,637.2,608.0,23.7,0.3,601.5,9.3,15.08
712,2025-06-19,1,1,Turno C,3487.4,3990.0,20.3,3.7,2149.4,6.8,22.17
713,2025-06-19,2,2,Turno A,1418.5,1425.0,22.9,1.1,943.3,7.2,16.26
714,2025-06-19,3,3,Turno B,794.8,855.0,21.3,2.7,506.0,6.6,17.35
715,2025-06-19,4,4,Turno C,1117.9,1168.5,21.9,2.1,1045.8,8.8,21.96
716,2025-06-19,5,6,Turno A,1120.1,1197.0,22.5,1.5,1151.9,6.8,27.64
717,2025-06-19,6,4,Turno B,908.3,1045.0,20.9,3.1,889.8,7.8,13.51
718,2025-06-19,7,6,Turno C,714.6,741.0,22.4,1.6,650.3,6.9,10.56
719,2025-06-19,8,7,Turno A,491.5,494.0,22.9,1.1,510.2,6.9,10.78
720,2025-06-19,9,5,Turno B,631.5,608.0,23.4,0.6,611.8,7.6,18.15
721,2025-06-20,1,1,Turno A,3800.7,3990.0,21.9,2.1,2184.1,6.5,75.7
722,2025-06-20,2,2,Turno B,1401.5,1425.0,21.9,2.1,856.2,8.7,38.67
723,2025-06-20,3,3,Turno C,772.5,855.0,21.1,2.9,524.7,8.0,6.97
724,2025-06-20,4,4,Turno A,1070.7,1168.5,20.6,3.4,865.4,7.0,26.76
725,2025-06-20,5,6,Turno B,1236.0,1197.0,23.2,0.8,1272.7,9.5,20.43
726,2025-06-20,6,4,Turno C,970.8,1045.0,21.9,2.1,747.7,6.8,22.46
727,2025-06-20,7,6,Turno A,682.9,741.0,21.7,2.3,538.4,8.5,5.12
728,2025-06-20,8,7,Turno B,491.3,494.0,22.2,1.8,415.3,7.9,10.03
729,2025-06-20,9,5,Turno C,553.9,608.0,20.9,3.1,509.4,7.6,7.15
730,2025-06-21,1,1,Turno B,3069.0,3990.0,18.2,5.8,1823.9,8.7,48.81
731,2025-06-21,2,2,Turno C,1260.3,1425.0,20.0,4.0,914.4,7.9,17.6
732,2025-06-21,3,3,Turno A,691.3,855.0,19.3,4.7,464.1,9.0,18.3
733,2025-06-21,4,4,Turno B,920.2,1168.5,18.6,5.4,934.8,6.7,6.34
734,2025-06-21,5,6,Turno C,895.7,1197.0,18.1,5.9,828.1,7.7,17.69
735,2025-06-21,6,4,Turno A,976.6,1045.0,21.5,2.5,1025.1,7.9,23.81
736,2025-06-21,7,6,Turno B,610.6,741.0,18.6,5.4,592.3,7.4,10.15
737,2025-06-21,8,7,Turno C,418.8,494.0,19.6,4.4,397.4,9.0,10.54
738,2025-06-21,9,5,Turno A,508.5,608.0,19.3,4.7,449.4,7.0,14.6
739,2025-06-22,1,1,Turno C,3843.9,3990.0,21.8,2.2,2485.9,7.6,40.25
740,2025-06-22,2,2,Turno A,1131.2,1425.0,18.6,5.4,631.8,7.1,31.33
741,2025-06-22,3,3,Turno B,708.9,855.0,19.3,4.7,396.5,9.4,9.29
742,2025-06-22,4,4,Turno C,1076.3,1168.5,20.7,3.3,1076.8,7.3,20.03
743,2025-06-22,5,6,Turno A,973.7,1197.0,19.1,4.9,921.1,9.0,17.45
744,2025-06-22,6,4,Turno B,928.5,1045.0,20.5,3.5,794.7,9.1,15.94
745,2025-06-22,7,6,Turno C,643.6,741.0,20.1,3.9,509.5,7.0,4.46
746,2025-06-22,8,7,Turno A,405.8,494.0,19.6,4.4,348.4,8.7,3.23
747,2025-06-22,9,5,Turno B,527.9,608.0,19.7,4.3,472.2,7.9,5.42
748,2025-06-23,1,1,Turno A,3612.5,3990.0,20.3,3.7,2003.1,6.6,69.86
749,2025-06-23,2,2,Turno B,1266.8,1425.0,20.3,3.7,706.7,8.2,8.1
750,2025-06-23,3,3,Turno C,743.5,855.0,20.7,3.3,551.4,8.3,14.19
751,2025-06-23,4,4,Turno A,1017.3,1168.5,19.8,4.2,964.9,7.4,7.27
752,2025-06-23,5,6,Turno B,1162.6,1197.0,21.5,2.5,1174.4,7.0,29.95
753,2025-06-23,6,4,Turno C,1026.0,1045.0,22.1,1.9,1022.0,7.0,22.05
754,2025-06-23,7,6,Turno A,678.2,741.0,20.8,3.2,578.4,7.9,13.4
755,2025-06-23,8,7,Turno B,435.4,494.0,20.6,3.4,340.7,7.1,11.53
756,2025-06-23,9,5,Turno C,566.8,608.0,21.7,2.3,450.5,6.8,9.58
757,2025-06-24,1,1,Turno B,3663.6,3990.0,22.2,1.8,2589.3,8.0,29.08
758,2025-06-24,2,2,Turno C,1287.7,1425.0,21.6,2.4,863.7,9.0,35.31
759,2025-06-24,3,3,Turno A,855.2,855.0,22.8,1.2,559.7,7.6,5.2
760,2025-06-24,4,4,Turno B,1075.3,1168.5,21.8,2.2,1065.3,8.9,15.63
761,2025-06-24,5,6,Turno C,1167.2,1197.0,22.1,1.9,1142.1,8.6,8.69
762,2025-06-24,6,4,Turno A,911.2,1045.0,20.2,3.8,747.0,9.1,11.01
763,2025-06-24,7,6,Turno B,738.3,741.0,23.3,0.7,595.6,8.6,18.26
764,2025-06-24,8,7,Turno C,453.9,494.0,22.0,2.0,341.4,8.5,10.07
765,2025-06-24,9,5,Turno A,543.9,608.0,21.0,3.0,433.2,8.5,6.17
766,2025-06-25,1,1,Turno C,3965.7,3990.0,23.2,0.8,2471.1,7.3,87.31
767,2025-06-25,2,2,Turno A,1390.1,1425.0,22.8,1.2,982.5,7.9,19.82
768,2025-06-25,3,3,Turno B,792.3,855.0,21.9,2.1,484.4,7.5,17.94
769,2025-06-25,4,4,Turno C,1182.2,1168.5,22.7,1.3,1120.5,8.7,19.11
770,2025-06-25,5,6,Turno A,1129.2,1197.0,22.5,1.5,919.5,7.7,15.2
771,2025-06-25,6,4,Turno B,1007.7,1045.0,21.9,2.1,969.4,7.0,29.34
772,2025-06-25,7,6,Turno C,607.1,741.0,19.7,4.3,481.8,9.3,9.64
773,2025-06-25,8,7,Turno A,414.8,494.0,19.9,4.1,321.1,6.6,6.06
774,2025-06-25,9,5,Turno B,628.9,608.0,23.7,0.3,570.0,8.6,12.54
775,2025-06-26,1,1,Turno A,4176.2,3990.0,23.5,0.5,2831.7,7.8,41.94
776,2025-06-26,2,2,Turno B,1414.8,1425.0,22.4,1.6,859.1,6.6,28.28
777,2025-06-26,3,3,Turno C,784.9,855.0,21.8,2.2,458.3,6.6,8.62
778,2025-06-26,4,4,Turno A,962.4,1168.5,19.7,4.3,1009.6,8.8,13.31
779,2025-06-26,5,6,Turno B,1109.7,1197.0,21.3,2.7,1004.6,8.7,7.45
780,2025-06-26,6,4,Turno C,887.3,1045.0,20.0,4.0,886.4,9.2,12.16
781,2025-06-26,7,6,Turno A,740.4,741.0,23.6,0.4,690.0,7.1,20.91
782,2025-06-26,8,7,Turno B,459.8,494.0,22.0,2.0,401.0,6.8,3.13
783,2025-06-26,9,5,Turno C,570.9,608.0,20.9,3.1,565.7,9.4,15.36
784,2025-06-27,1,1,Turno B,3991.3,3990.0,23.0,1.0,2749.4,9.4,76.15
785,2025-06-27,2,2,Turno C,1438.0,1425.0,22.8,1.2,1067.4,7.9,23.75
786,2025-06-27,3,3,Turno A,780.2,855.0,22.1,1.9,447.3,6.7,16.26
787,2025-06-27,4,4,Turno B,1217.6,1168.5,23.7,0.3,997.2,7.4,35.17
788,2025-06-27,5,6,Turno C,1076.2,1197.0,21.8,2.2,1075.8,7.2,7.88
789,2025-06-27,6,4,Turno A,1042.3,1045.0,22.4,1.6,805.5,9.3,17.63
790,2025-06-27,7,6,Turno B,700.5,741.0,21.1,2.9,581.9,9.3,15.47
791,2025-06-27,8,7,Turno C,499.2,494.0,23.4,0.6,404.3,8.7,13.39
792,2025-06-27,9,5,Turno A,524.4,608.0,20.5,3.5,432.6,8.4,4.67
793,2025-06-28,1,1,Turno C,3416.1,3990.0,19.5,4.5,2332.1,8.3,82.35
794,2025-06-28,2,2,Turno A,1151.0,1425.0,18.7,5.3,775.9,8.0,34.11
795,2025-06-28,3,3,Turno B,829.5,855.0,22.5,1.5,619.5,9.2,9.96
796,2025-06-28,4,4,Turno C,922.1,1168.5,19.0,5.0,912.7,7.9,17.08
797,2025-06-28,5,6,Turno A,1029.9,1197.0,19.6,4.4,826.4,9.4,23.13
798,2025-06-28,6,4,Turno B,873.6,1045.0,20.3,3.7,710.4,8.2,11.48
799,2025-06-28,7,6,Turno C,630.3,741.0,19.6,4.4,517.6,7.9,12.81
800,2025-06-28,8,7,Turno A,402.5,494.0,19.4,4.6,386.5,7.6,10.61
801,2025-06-28,9,5,Turno B,461.6,608.0,18.2,5.8,425.9,7.2,3.46
802,2025-06-29,1,1,Turno A,3135.1,3990.0,18.3,5.7,1963.1,6.9,90.85
803,2025-06-29,2,2,Turno B,1157.3,1425.0,19.4,4.6,752.2,9.5,30.36
804,2025-06-29,3,3,Turno C,779.3,855.0,20.6,3.4,475.4,8.2,14.96
805,2025-06-29,4,4,Turno A,970.1,1168.5,20.0,4.0,964.4,7.9,20.13
806,2025-06-29,5,6,Turno B,981.5,1197.0,19.2,4.8,901.1,9.3,11.23
807,2025-06-29,6,4,Turno C,798.3,1045.0,17.1,6.9,829.4,7.1,15.48
808,2025-06-29,7,6,Turno A,639.8,741.0,19.5,4.5,548.0,8.5,11.0
809,2025-06-29,8,7,Turno B,462.4,494.0,21.9,2.1,386.5,8.4,3.99
810,2025-06-29,9,5,Turno C,503.2,608.0,19.4,4.6,472.7,8.2,13.2
